"id"	"baseMean"	"baseMeanA"	"baseMeanB"	"foldChange"	"log2FoldChange"	"pval"	"padj"
"ENSMUSG00000046699"	633.121161743459	731.02364176444	535.218681722479	0.732149620264872	-0.449789590699483	0.276439441050983	0.953454519854405
"ENSMUSG00000047443"	9.16088543259857	15.0251497808357	3.29662108436144	0.219406869977843	-2.18831939536415	0.276516360679355	0.953454519854405
"ENSMUSG00000066800"	335.905288505333	396.875706220851	274.934870789815	0.69274804801688	-0.529597354312874	0.276475764102596	0.953454519854405
"ENSMUSG00000060739"	8243.94894288777	9545.89035348201	6942.00753229352	0.727224729724798	-0.459526834787815	0.276523298208985	0.953454519854405
"ENSMUSG00000068818"	10.7126923591522	0	21.4253847183044	Inf	Inf	0.276212905054025	0.953454519854405
"ENSMUSG00000081870"	4.99657267708476	0.651834838463797	9.34131051570573	14.3307935760548	3.84104659677904	0.276399358002168	0.953454519854405
"ENSMUSG00000096934"	26.5375424205499	37.0939353185414	15.9811495225585	0.430829174238903	-1.21481214745492	0.276330817982085	0.953454519854405
"ENSMUSG00000097615"	25.7802776065148	37.8255181382053	13.7350370748244	0.363115635974631	-1.46149904010762	0.276434846159013	0.953454519854405
"ENSMUSG00000024421"	52.7206506973854	37.7128216608368	67.7284797339339	1.79590061817801	0.84470751621002	0.276622877104669	0.953500351578432
"ENSMUSG00000022553"	944.405861375459	795.33514433606	1093.47657841486	1.37486264275129	0.459287491713558	0.276920255858847	0.953564571902714
"ENSMUSG00000052632"	42.1858721303819	56.8084764348555	27.5632678259084	0.485196392434786	-1.04335927121334	0.276890603087632	0.953564571902714
"ENSMUSG00000066551"	31802.5619781364	36469.6472257894	27135.4767304834	0.744056463241427	-0.4265159894848	0.276816203857998	0.953564571902714
"ENSMUSG00000063179"	135.256284110963	159.280963317566	111.231604904361	0.698335837425802	-0.518007083571743	0.276692208212566	0.953564571902714
"ENSMUSG00000031963"	191.187939350893	240.418870741455	141.957007960331	0.590457011641946	-0.760096067184631	0.276805623301127	0.953564571902714
"ENSMUSG00000075151"	23.4038249717969	14.4365886754878	32.371061268106	2.24229296794121	1.16497478652116	0.276865374818701	0.953564571902714
"ENSMUSG00000026407"	14.4311639155527	18.237524488123	10.6248033429824	0.582579250265114	-0.779473776987407	0.276743945479173	0.953564571902714
"ENSMUSG00000092249"	18.9247634752096	9.36493168209334	28.4845952683259	3.0416233919561	1.60484153235466	0.276915454713861	0.953564571902714
"ENSMUSG00000095354"	212.387344723335	146.849301901722	277.925387544948	1.89258909607175	0.920361218538763	0.276740801539283	0.953564571902714
"ENSMUSG00000024462"	1028.25816418385	1257.80094408695	798.715384280745	0.635009369356562	-0.65515021634976	0.277136893569759	0.954101157673996
"ENSMUSG00000096403"	4359.63620431777	5231.83816281457	3487.43424582097	0.666579151971482	-0.585151898677877	0.277138062007228	0.954101157673996
"ENSMUSG00000033016"	230.947314837013	191.41069160164	270.483938072387	1.41310778310813	0.498871509709519	0.277383562538445	0.954412731720345
"ENSMUSG00000026955"	7.53718186641036	12.0520190171486	3.02234471567214	0.250774970680988	-1.99553473190041	0.277312385539139	0.954412731720345
"ENSMUSG00000059401"	104.238458682825	129.673579887706	78.8033374779453	0.607705421151997	-0.718555933110993	0.277342292776265	0.954412731720345
"ENSMUSG00000005983"	343.046717752926	277.031694913576	409.061740592277	1.47658823197068	0.562267565766397	0.277370140465414	0.954412731720345
"ENSMUSG00000087193"	6.45136681500109	2.46431763953925	10.4384159904629	4.23582407680796	2.08264267224168	0.277313951789055	0.954412731720345
"ENSMUSG00000089634"	6.92679309525854	2.17827421090738	11.6753119796097	5.35989083520674	2.4222036176402	0.27744057326479	0.954502220323653
"ENSMUSG00000022098"	380.323558633651	451.648930159115	308.998187108187	0.6841556936697	-0.547603417546714	0.27776081680357	0.95452349291145
"ENSMUSG00000025521"	92.7583863942655	70.6729782530795	114.843794535452	1.62500289890425	0.700442291821746	0.277644603515978	0.95452349291145
"ENSMUSG00000041817"	225.258044230571	271.432127288728	179.083961172415	0.659774371446897	-0.599955356548899	0.277849796786813	0.95452349291145
"ENSMUSG00000023982"	6.02986383714166	1.16064796261166	10.8990797116717	9.39051293998468	3.23120396466934	0.277762856205224	0.95452349291145
"ENSMUSG00000049062"	7.08218548625538	1.52643937244359	12.6379316000672	8.27935378778643	3.0495181682635	0.277822147814173	0.95452349291145
"ENSMUSG00000046717"	12.9130021177196	21.0182107932416	4.80779344219751	0.228744182342269	-2.12819304313085	0.277574557877022	0.95452349291145
"ENSMUSG00000059408"	9.67859709772654	5.8032398130583	13.5539543823948	2.33558405632247	1.22378336783448	0.277766797581975	0.95452349291145
"ENSMUSG00000006335"	45.1553302737378	58.255167826099	32.0554927213766	0.550260069923194	-0.86181445277994	0.277794335610608	0.95452349291145
"ENSMUSG00000079583"	2.97574787754228	0	5.95149575508457	Inf	Inf	0.277680923192975	0.95452349291145
"ENSMUSG00000037995"	6.55854676790489	1.66946108675952	11.4476324490503	6.85708252791353	2.77759488575855	0.277668670981734	0.95452349291145
"ENSMUSG00000086527"	123.342066340442	94.7440677912083	151.940064889675	1.60368948084974	0.681394822711444	0.27757376591231	0.95452349291145
"ENSMUSG00000085057"	19.1866339510283	4.35654842181477	34.0167194802418	7.80818119911352	2.96498653292503	0.277842667631872	0.95452349291145
"ENSMUSG00000095941"	5.91680035426657	1.66946108675952	10.1641396217736	6.08827585283976	2.60603372719034	0.277534938797125	0.95452349291145
